,Ticker,CIK,Name,SIC,Year_end
3120,SGH,1616533,"SMART Global Holdings, Inc. ",3674,0828
3121,CIR,1091883,CIRCOR INTERNATIONAL INC ,3490,1231
3122,GEL,1022321,GENESIS ENERGY LP ,5171,1231
3123,OMER,1285819,OMEROS CORP ,2834,1231
3124,MGIC,876779,MAGIC SOFTWARE ENTERPRISES LTD ,7372,1231
3125,HZO,1057060,MARINEMAX INC ,5531,0930
3126,AGM,845877,FEDERAL AGRICULTURAL MORTGAGE CORP ,6111,1231
3127,CRZO,1040593,CARRIZO OIL & GAS INC ,1311,1231
3128,ANDE,821026,"Andersons, Inc. ",5150,1231
3129,LE,799288,"LANDS' END, INC. ",5651,0131
3130,MMX,1773250,MAVERIX METALS INC. ,1040,1231
3131,SII,1512920,SPROTT INC. ,6199,NaN
3132,RC,1527590,Ready Capital Corp ,6798,1231
3133,OSW,1758488,ONESPAWORLD HOLDINGS Ltd ,7997,1231
3134,MGPI,835011,MGP INGREDIENTS INC ,5180,1231
3135,ANAB,1370053,"ANAPTYSBIO, INC ",2834,1231
3136,WLL,1255474,WHITING PETROLEUM CORP ,1311,1231
3137,IIM,885601,Invesco Value Municipal Income Trust ,0000,1031
3138,TIG,1801754,"Trean Insurance Group, Inc. ",6331,1231
3139,GIM,828803,TEMPLETON GLOBAL INCOME FUND ,0000,1231
3140,BFS,907254,"SAUL CENTERS, INC. ",6798,1231
3141,AGEN,1098972,AGENUS INC ,2836,1231
3142,MTSC,68709,MTS SYSTEMS CORP ,3829,1003
3143,KNL,1011570,KNOLL INC ,2590,1231
3144,HUD,1714368,Hudson Ltd. ,5399,1231
3145,LDP,1548717,"Cohen & Steers Ltd Duration Preferred & Income Fund, Inc. ",NaN,1231
3146,AFIB,1522860,"Acutus Medical, Inc. ",3841,1231
3147,WIW,1267902,Western Asset Investment Grade Income Fund Inc. ,NaN,1231
3148,ACCO,712034,ACCO BRANDS Corp ,2780,1231
3149,CYD,932695,CHINA YUCHAI INTERNATIONAL LTD ,3510,1231
3150,CPAC,1221029,CEMENTOS PACASMAYO SAA ,3241,1231
3151,CKH,859598,SEACOR HOLDINGS INC /NEW/ ,4412,1231
3152,HOLI,1357450,"Hollysys Automation Technologies, Ltd. ",3620,0630
3153,GLT,41719,Glatfelter Corp ,2621,1231
3154,AINV,1278752,APOLLO INVESTMENT CORP ,NaN,0331
3155,TPC,77543,TUTOR PERINI CORP ,1540,1231
3156,GSG,1332174,iShares S&P GSCI Commodity-Indexed Trust ,6221,1231
3157,DNK,1785154,Phoenix Tree Holdings Ltd ,6513,1231
3158,CNOB,712771,"ConnectOne Bancorp, Inc. ",6022,1231
3159,SIBN,1459839,"SI-BONE, Inc. ",3841,1231
3160,EBON,1799290,Ebang International Holdings Inc. ,3674,1231
3161,WLKP,1604665,Westlake Chemical Partners LP ,2860,1231
3162,HIBB,1017480,HIBBETT SPORTS INC ,5940,0130
3163,OFIX,884624,Orthofix Medical Inc. ,3841,1231
3164,APOG,6845,"APOGEE ENTERPRISES, INC. ",3231,0227
3165,CRMT,799850,AMERICAS CARMART INC ,5500,0430
3166,NCBS,1174850,NICOLET BANKSHARES INC ,6021,1231
3167,CEPU,1717161,CENTRAL PUERTO S.A. ,4911,1231
3168,DENN,852772,PRICE T ROWE ASSOCIATES INC /MD/ ,6200,1231
3169,IHRT,1400891,"iHeartMedia, Inc. ",4832,1231
3170,VKQ,877463,Invesco Municipal Trust ,0000,0831
3171,DBD,28823,"DIEBOLD NIXDORF, Inc ",3578,1231
3172,FPRX,1175505,"FIVE PRIME THERAPEUTICS, INC. ",2834,1231
3173,EXTR,1078271,EXTREME NETWORKS INC ,3576,0630
3174,NTUS,878526,NATUS MEDICAL INC ,3845,1231
3175,STRO,1382101,"SUTRO BIOPHARMA, INC. ",2836,1231
3176,WTRE,1601669,Watford Holdings Ltd. ,6331,1231
3177,RBCAA,921557,REPUBLIC BANCORP INC /KY/ ,6022,1231
3178,HRVSF,1760439,HARVEST HEALTH & RECREATION INC. ,0100,1231
3179,STFC,874977,State Auto Financial CORP ,6331,1231
3180,PSTX,1661460,"Poseida Therapeutics, Inc. ",2836,1231
3181,QUOT,1115128,Quotient Technology Inc. ,7310,1231
3182,VNDA,1347178,Vanda Pharmaceuticals Inc. ,2834,1231
3183,SBLK,1386716,Star Bulk Carriers Corp. ,4412,1231
3184,AMBC,874501,AMBAC FINANCIAL GROUP INC ,6351,1231
3185,VTOL,1525221,Pucillo Christopher ,NaN,NaN
3186,BOE,1320375,BlackRock Enhanced Global Dividend Trust ,NaN,1031
3187,ARR,1428205,"Armour Residential REIT, Inc. ",6798,1231
3188,BANC,1169770,"BANC OF CALIFORNIA, INC. ",6021,1231
3189,NWLI,1635984,"National Western Life Group, Inc. ",6311,1231
3190,GOSS,1728117,"Gossamer Bio, Inc. ",2834,1231
3191,GMRE,1533615,Global Medical REIT Inc. ,6798,1231
3192,RES,742278,RPC INC ,1389,1231
3193,AMEH,1083446,"Apollo Medical Holdings, Inc. ",8742,1231
3194,ICLK,1697818,iClick Interactive Asia Group Ltd ,7372,NaN
3195,ICHR,1652535,"ICHOR HOLDINGS, LTD. ",3674,1227
3196,CARS,1683606,Cars.com Inc. ,7374,1231
3197,AGRO,1499505,Adecoagro S.A. ,0100,1231
3198,HZAC,1817071,Horizon Acquisition Corp ,6770,1231
3199,NX,1423221,Quanex Building Products CORP ,3350,1031
3200,YUMM,1073748,YUMMIES INC ,6770,0930
3201,WASH,737468,WASHINGTON TRUST BANCORP INC ,6022,1231
3202,LEAP,1818346,"Ribbit LEAP, Ltd. ",6770,1231
3203,AKUS,1722271,"Akouos, Inc. ",2834,1231
3204,KDMN,1557142,"Kadmon Holdings, Inc. ",2834,1231
3205,VAPO,1253176,VAPOTHERM INC ,3841,1231
3206,OII,73756,OCEANEERING INTERNATIONAL INC ,1389,1231
3207,UEIC,101984,UNIVERSAL ELECTRONICS INC ,3651,1231
3208,ALBO,1322505,"ALBIREO PHARMA, INC. ",2834,1231
3209,ONE,1722380,OneSmart International Education Group Ltd ,8200,0831
3210,IQI,885125,Invesco Quality Municipal Income Trust ,0000,1031
3211,PDT,855886,JOHN HANCOCK PREMIUM DIVIDEND FUND ,0000,1031
3212,WINA,908315,WINMARK CORP ,5900,1226
3213,TLMD,1791091,"SOC Telemed, Inc. ",8090,1231
3214,ARZTY,1423210,ARYZTA AG ,NaN,NaN
3215,ETJ,1395325,EATON VANCE MUNICIPAL INCOME TRUST ,NaN,1130
3216,IMTX,1809196,Immatics N.V. ,2836,1231
3217,TBBK,1295401,"Bancorp, Inc. ",6021,1231
3218,TCPC,1370755,BlackRock TCP Capital Corp. ,NaN,1231
3219,MSGN,1469372,MSG NETWORKS INC. ,4841,0630
3220,STNG,1483934,Scorpio Tankers Inc. ,4412,NaN
3221,MYD,879361,"BLACKROCK MUNICIPAL BOND FUND, INC. ",NaN,0630
3222,PRTS,1378950,"CarParts.com, Inc. ",5531,0102
3223,SP,1059262,SP Plus Corp ,7510,1231
3224,BFK,1137393,"BLACKROCK MUNICIPAL BOND FUND, INC. ",NaN,0630
3225,BSTC,875622,BIOSPECIFICS TECHNOLOGIES CORP ,2834,1231
3226,NXE,1698535,NexGen Energy Ltd. ,1090,1231
3227,BPYU,1496048,Brookfield Property REIT Inc. ,6798,1231
3228,NEW,1726189,Puxin Ltd ,8200,1231
3229,SPTN,877422,SpartanNash Co ,5141,1228
3230,SCHN,912603,"SCHNITZER STEEL INDUSTRIES, INC. ",5090,0831
3231,VXRT,72444,"Vaxart, Inc. ",2836,1231
3232,ABTX,1642081,"Allegiance Bancshares, Inc. ",6022,1231
3233,GRSV,1816816,Gores Holdings V Inc. ,6770,1231
3234,GSBC,854560,"GREAT SOUTHERN BANCORP, INC. ",6022,1231
3235,RUPRF,1010000,RUPERT RESOURCES LTD ,1000,0228
3236,CCD,1602584,Calamos Dynamic Convertible & Income Fund ,NaN,NaN
3237,INZY,1693011,"Inozyme Pharma, Inc. ",2834,1231
3238,PARR,821483,"PAR PACIFIC HOLDINGS, INC. ",1311,1231
3239,HLIT,851310,HARMONIC INC ,3663,1231
3240,MITFY,1515160,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
3241,PPR,826020,Voya PRIME RATE TRUST ,0000,0228
3242,COLL,1267565,"COLLEGIUM PHARMACEUTICAL, INC ",2834,1231
3243,MNKD,899460,MANNKIND CORP ,2834,1231
3244,HBNC,706129,HORIZON BANCORP INC /IN/ ,6022,1231
3245,HIO,910068,WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC. ,NaN,0930
3246,VBIV,764195,VBI Vaccines Inc/BC ,2834,1231
3247,QTT,1733298,Qutoutiao Inc. ,7370,1231
3248,TREB,1805833,Trebia Acquisition Corp. ,6770,1231
3249,DUO,1750593,Fangdd Network Group Ltd. ,6500,1231
3250,VSLAX,853180,Invesco Senior Loan Fund ,NaN,0731
3251,EFC,1411342,Ellington Financial Inc. ,6500,1231
3252,XENT,1271214,"Intersect ENT, Inc. ",3841,1231
3253,MNRL,1745797,"Brigham Minerals, Inc. ",1311,1231
3254,CLNE,1368265,Clean Energy Fuels Corp. ,4932,1231
3255,GOOD,1234006,GLADSTONE COMMERCIAL CORP ,6519,1231
3256,TBI,768899,"TrueBlue, Inc. ",7363,1227
3257,CFII,1811856,CF Finance Acquisition Corp II ,6770,0331
3258,FVTI,1626745,"Fortune Valley Treasures, Inc. ",5900,1231
3259,SGSVF,1398832,Sabina Gold & Silver Corp. ,NaN,1231
3260,WOW,1701051,"WideOpenWest, Inc. ",4841,1231
3261,CAPL,1538849,CrossAmerica Partners LP ,5172,1231
3262,BBAR,913059,Banco BBVA Argentina S.A. ,6029,1231
3263,HFRO,1710680,HIGHLAND INCOME FUND\MA ,NaN,0630
3264,COWN,1466538,COWEN INC. ,6211,1231
3265,SCSC,918965,"SCANSOURCE, INC. ",5045,0630
3266,KOS,1509991,Kosmos Energy Ltd. ,1311,1231
3267,CLW,1441236,Clearwater Paper Corp ,2631,1231
3268,FINV,1691445,FinVolution Group ,6163,1231
3269,CLCT,1089143,COLLECTORS UNIVERSE INC ,7389,0630
3270,NPK,80172,NATIONAL PRESTO INDUSTRIES INC ,3480,1231
3271,FHTX,1822462,Foghorn Therapeutics Inc. ,2834,1231
3272,CPS,1320461,VANGUARD GROUP INC ,NaN,1231
3273,USCR,1073429,"U.S. CONCRETE, INC. ",3272,1231
3274,AVRO,1681087,"AVROBIO, Inc. ",2836,1231
3275,SPPI,831547,SPECTRUM PHARMACEUTICALS INC ,2834,1231
3276,LBAI,846901,LAKELAND BANCORP INC ,6022,1231
3277,LORL,1006269,LORAL SPACE & COMMUNICATIONS INC. ,3663,1231
3278,OBNK,1516912,"Origin Bancorp, Inc. ",6022,1231
3279,ALTM,1692787,Altus Midstream Co ,4922,1231
3280,CTBI,350852,COMMUNITY TRUST BANCORP INC /KY/ ,6022,1231
3281,SPRB,1683553,"SPRUCE BIOSCIENCES, INC. ",2834,1231
3282,EH,1759783,EHang Holdings Ltd ,4512,1231
3283,BIT,1562818,"BLACKROCK MUNICIPAL BOND FUND, INC. ",NaN,0630
3284,ULH,1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC. ",4213,1231
3285,CASS,708781,CASS INFORMATION SYSTEMS INC ,7389,1231
3286,EOI,1300391,EATON VANCE MUNICIPAL INCOME TRUST ,NaN,1130
3287,DNOW,1599617,NOW Inc. ,3533,1231
3288,EGRX,827871,"EAGLE PHARMACEUTICALS, INC. ",2834,1231
3289,HSTM,1095565,HEALTHSTREAM INC ,7370,1231
3290,MYE,69488,MYERS INDUSTRIES INC ,3089,1231
3291,SPWH,1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC. ",5940,0130
3292,AMRX,1723128,"Amneal Pharmaceuticals, Inc. ",2834,1231
3293,NEX,1688476,NEXTIER OILFIELD SOLUTIONS INC. ,1389,1231
3294,TALO,1724965,TALOS ENERGY INC. ,1311,1231
3295,IMXI,1683695,"International Money Express, Inc. ",7389,1231
3296,DMRC,1438231,Digimarc CORP ,7373,1231
3297,BMTC,802681,BRYN MAWR BANK CORP ,6022,1231
3298,BPFH,821127,BOSTON PRIVATE FINANCIAL HOLDINGS INC ,6022,1231
3299,BGY,1393299,BlackRock Enhanced International Dividend Trust ,NaN,NaN
3300,VVI,884219,VIAD CORP ,7389,1231
3301,BCOR,1068875,"BLUCORA, INC. ",6199,1231
3302,FBMS,947559,FIRST BANCSHARES INC /MS/ ,6021,1231
3303,PTHIY,1520253,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
3304,NBB,1478888,Nuveen Taxable Municipal Income Fund ,NaN,NaN
3305,ESTA,1688757,ESTABLISHMENT LABS HOLDINGS INC. ,3842,NaN
3306,UMH,752642,"UMH PROPERTIES, INC. ",6798,1231
3307,CGBD,1544206,"TCG BDC, INC. ",NaN,1231
3308,BOOM,34067,DMC Global Inc. ,3390,1231
3309,PLYA,1692412,FARALLON CAPITAL MANAGEMENT LLC ,NaN,NaN
3310,LIND,1512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC. ",4700,1231
3311,MUC,1051004,"BLACKROCK MUNICIPAL BOND FUND, INC. ",NaN,0630
3312,NFBK,1493225,"Northfield Bancorp, Inc. ",6035,1231
3313,TRST,357301,TRUSTCO BANK CORP N Y ,6022,1231
3314,TGI,1021162,TRIUMPH GROUP INC ,3720,0331
3315,IHC,701869,INDEPENDENCE HOLDING CO ,6311,1231
3316,PETS,1040130,PETMED EXPRESS INC ,5912,0331
3317,AXGN,805928,"Axogen, Inc. ",3845,1231
3318,YORW,108985,YORK WATER CO ,4941,1231
3319,RAD,84129,RITE AID CORP ,5912,0227
3320,WETF,880631,"WisdomTree Investments, Inc. ",6211,1231
3321,VSBC,1697884,VITASPRING BIOMEDICAL CO. LTD. ,8731,0131
3322,YI,1738906,"111, Inc. ",5912,1231
3323,BLNK,1429764,Blink Charging Co. ,3612,1231
3324,BCX,1506289,BlackRock Resources & Commodities Strategy Trust ,NaN,1231
3325,RLMD,1553643,"RELMADA THERAPEUTICS, INC. ",2834,1231
3326,SIGA,1010086,SIGA TECHNOLOGIES INC ,2834,1231
3327,MAXN,1796898,"Maxeon Solar Technologies, Ltd. ",3674,1230
3328,WIFI,1169988,"BOINGO WIRELESS, INC. ",4899,1231
3329,NLS,1078207,"NAUTILUS, INC. ",3949,1231
3330,KDNY,1435049,"CHINOOK THERAPEUTICS, INC. ",2834,1231
3331,HONE,1769617,"HarborOne Bancorp, Inc. ",6022,1231
3332,ERII,1421517,"Energy Recovery, Inc. ",3559,1231
3333,ADTN,926282,ADTRAN INC ,3661,1231
3334,CRDF,1213037,"Cardiff Oncology, Inc. ",2836,1231
3335,ONCR,1671818,"Oncorus, Inc. ",2834,1231
3336,UFCS,101199,UNITED FIRE GROUP INC ,6331,1231
3337,ZIOP,1107421,ZIOPHARM ONCOLOGY INC ,2834,1231
3338,AUTL,1730463,Autolus Therapeutics plc ,2836,1231
3339,PLCE,1041859,"Childrens Place, Inc. ",5651,0201
3340,LCA,1768012,"Landcadia Holdings II, Inc. ",7372,1231
3341,IVR,1437071,Invesco Mortgage Capital Inc. ,6798,1231
3342,QTNT,1596946,Quotient Ltd ,2835,0331
3343,HIX,1058239,WESTERN ASSET HIGH INCOME FUND II INC. ,NaN,0430
3344,QCRH,906465,QCR HOLDINGS INC ,6022,1231
3345,BLX,890541,"FOREIGN TRADE BANK OF LATIN AMERICA, INC. ",6029,1231
3346,MMD,1518557,MainStay MacKay DefinedTerm Municipal Opportunities Fund ,NaN,0531
3347,ATEN,1580808,"A10 Networks, Inc. ",3576,1231
3348,RPT,842183,RPT Realty ,6798,1231
3349,BY,1702750,"BYLINE BANCORP, INC. ",6022,NaN
3350,CCO,1334978,"Clear Channel Outdoor Holdings, Inc. ",7310,1231
3351,HBIA,732417,HILLS BANCORPORATION ,6022,1231
3352,AERI,1337553,AERIE PHARMACEUTICALS INC ,2836,1231
3353,MVF,835948,"BLACKROCK MUNIVEST FUND, INC. ",NaN,0831
3354,REVG,1687221,"REV Group, Inc. ",3711,1031
3355,GPRK,1464591,GeoPark Ltd ,1311,1231
3356,BOMN,1494582,BOSTON OMAHA Corp ,6510,1231
3357,KODK,31235,EASTMAN KODAK CO ,3861,1231
3358,VREX,1681622,Varex Imaging Corp ,3679,1002
3359,SI,1312109,Silvergate Capital Corp ,6022,1231
3360,KCAC,1811414,NEW YORK STOCK EXCHANGE LLC ,NaN,NaN
3361,FMCB,1085913,FARMERS & MERCHANTS BANCORP ,6021,1231
3362,VET,1293135,VERMILION ENERGY INC. ,1311,1231
3363,CAI,1388430,"CAI International, Inc. ",7359,1231
3364,GERN,886744,GERON CORP ,2834,1231
3365,UTL,755001,UNITIL CORP ,4931,1231
3366,PFBC,1492165,PRICE T ROWE ASSOCIATES INC /MD/ ,6200,1231
3367,FOSL,883569,"Fossil Group, Inc. ",3873,1228
3368,GGN,1313510,"GAMCO Global Gold, Natural Resources & Income Trust ",NaN,1231
3369,PUMP,1680247,ProPetro Holding Corp. ,1389,1231
3370,PCPL,1800347,CC Neuberger Principal Holdings I ,7374,1231
3371,PBFX,1582568,PBF Logistics LP ,4610,1231
3372,USLM,82020,UNITED STATES LIME & MINERALS INC ,1400,1231
3373,CBTX,1473844,"CBTX, Inc. ",6021,1231
3374,GHY,1554697,"PGIM Global High Yield Fund, Inc. ",NaN,0731
3375,GRAY,1534133,Flynn James E ,NaN,NaN
3376,GLP,1323468,GLOBAL PARTNERS LP ,5171,1231
3377,UVSP,102212,UNIVEST FINANCIAL Corp ,6022,1231
3378,GOAC,1816176,GO Acquisition Corp. ,6770,1231
3379,MPX,1129155,MARINE PRODUCTS CORP ,3730,1231
3380,GPRE,1309402,Green Plains Inc. ,2860,1231
3381,HWKN,46250,HAWKINS INC ,5160,0329
3382,OYST,1720725,"Oyster Point Pharma, Inc. ",2836,1231
3383,LOCO,1606366,"El Pollo Loco Holdings, Inc. ",5812,1230
3384,ODT,1717452,"Odonate Therapeutics, Inc. ",2834,1231
3385,VRAY,1597313,"ViewRay, Inc. ",3845,1231
3386,FUSN,1805890,Fusion Pharmaceuticals Inc. ,2836,1231
3387,CMBM,1738177,Cambium Networks Corp ,3663,1231
3388,GOGL,1029145,Golden Ocean Group Ltd ,4400,1231
3389,MOD,67347,MODINE MANUFACTURING CO ,3714,0331
3390,SFT,1762322,"SHIFT TECHNOLOGIES, INC. ",5500,1231
3391,CIIC,1789760,CIIG Merger Corp. ,6770,1231
3392,AMSWA,713425,AMERICAN SOFTWARE INC ,7372,0430
3393,CUBI,1488813,"Customers Bancorp, Inc. ",6022,1231
3394,VEC,1601548,"Vectrus, Inc. ",8744,1231
3395,BLW,1233681,BLACKROCK Ltd DURATION INCOME TRUST ,NaN,1031
3396,MUI,1232860,"BLACKROCK MUNICIPAL BOND FUND, INC. ",NaN,0630
3397,CMO,766701,CAPSTEAD MORTGAGE CORP ,6798,1231
3398,BGB,1546429,Blackstone / GSO Strategic Credit Fund ,NaN,1231
3399,FLXN,1419600,Flexion Therapeutics Inc ,2834,1231
3400,PROS,1634038,"ProSight Global, Inc. ",6331,1231
3401,CAN,1780652,Canaan Inc. ,3674,1231
3402,DBI,1319947,Designer Brands Inc. ,5661,0130
3403,MMU,886043,Western Asset Investment Grade Income Fund Inc. ,NaN,1231
3404,AMRS,1365916,"AMYRIS, INC. ",2860,1231
3405,AOSL,1387467,ALPHA & OMEGA SEMICONDUCTOR Ltd ,3674,0630
3406,AVID,896841,"AVID TECHNOLOGY, INC. ",7372,1231
3407,USAT,896429,USA TECHNOLOGIES INC ,3578,0630
3408,IVA,1756594,Inventiva S.A. ,2834,1231
3409,COE,1659494,China Online Education Group ,8200,1231
3410,CAC,750686,CAMDEN NATIONAL CORP ,6021,1231
3411,CHW,1396277,Calamos Global Dynamic Income Fund ,NaN,1031
3412,DFP,1559991,Flaherty & Crumrine Dynamic Preferred & Income Fund Inc ,NaN,NaN
3413,LBC,1475348,Luther Burbank Corp ,6022,1231
3414,TRMD,1655891,TORM plc ,4412,1231
3415,AEGN,353020,Aegion Corp ,1623,1231
3416,CBAY,1042074,"CymaBay Therapeutics, Inc. ",2834,1231
3417,AMTB,1734342,Amerant Bancorp Inc. ,6021,1219
3418,BCEL,1532346,"Atreca, Inc. ",2834,1231
3419,DIAX,1608742,Nuveen Dow 30sm Dynamic Overwrite Fund ,NaN,1231
3420,BBSI,902791,BARRETT BUSINESS SERVICES INC ,7363,1231
3421,GHIV,1783398,"Gores Holdings IV, Inc. ",6162,1231
3422,OPT,1815620,REGAL FUNDS MANAGEMENT PTY LTD ,NaN,NaN
3423,KOP,1315257,Koppers Holdings Inc. ,2400,1231
3424,GMHI,1758057,"Gores Metropoulos, Inc. ",3714,1231
3425,HPS,1215913,JOHN HANCOCK PREFERRED INCOME FUND III ,NaN,0731
3426,TRVG,1683825,"Altimeter Capital Management, LP ",NaN,1231
3427,YIN,1661125,Yintech Investment Holdings Ltd ,6200,1231
3428,BME,1314966,BlackRock Health Sciences Trust ,NaN,NaN
3429,TG,850429,TREDEGAR CORP ,3350,1231
3430,ORGO,1661181,Burgstahler David F ,NaN,NaN
3431,ERF,1126874,ENERPLUS Corp ,1311,NaN
3432,EVN,1074540,EATON VANCE MUNICIPAL INCOME TRUST ,NaN,1130
3433,JPI,1547994,Nuveen Preferred & Income Term Fund ,NaN,NaN
3434,AVK,1219120,ADVENT CONVERTIBLE & INCOME FUND ,NaN,1031
3435,GSAT,1366868,"Globalstar, Inc. ",4899,1231
3436,RADI,1810739,"Radius Global Infrastructure, Inc. ",6519,1231
3437,APTO,882361,Aptose Biosciences Inc. ,2836,1231
3438,NSSC,69633,"NAPCO SECURITY TECHNOLOGIES, INC ",3669,0630
3439,EFT,1288992,EATON VANCE SENIOR INCOME TRUST ,NaN,NaN
3440,BCOV,1313275,BRIGHTCOVE INC ,7374,1231
3441,TCS,1411688,"Container Store Group, Inc. ",5700,0403
3442,VFF,1584549,"Village Farms International, Inc. ",0100,1231
3443,REX,744187,REX AMERICAN RESOURCES Corp ,2860,0131
3444,MMRTY,1412481,MASSMART HOLDINGS LTD ,NaN,NaN
3445,GTS,1171662,TRIPLE-S MANAGEMENT CORP ,6321,1231
3446,LLNW,1391127,"Limelight Networks, Inc. ",7389,1231
3447,FSP,1031316,FRANKLIN STREET PROPERTIES CORP /MA/ ,6798,1231
3448,LEO,818972,"BNY MELLON STRATEGIC MUNICIPALS, INC. ",NaN,0930
3449,FI,1575828,PRICE T ROWE ASSOCIATES INC /MD/ ,6200,1231
3450,MFL,1045126,BLACKROCK MUNIHOLDINGS INVESTMENT QUALITY FUND ,NaN,1231
3451,EXK,1277866,ENDEAVOUR SILVER CORP ,1040,1231
3452,FRLN,1810031,Freeline Therapeutics Holdings plc ,2836,1231
3453,ANIK,898437,"Anika Therapeutics, Inc. ",3841,1231
3454,NSRPF,1536674,Novo Resources Corp. ,NaN,1231
3455,CLDT,1476045,Chatham Lodging Trust ,6798,1231
3456,GAN,1799332,GAN Ltd ,7370,1231
3457,ARLP,1086600,ALLIANCE RESOURCE PARTNERS LP ,1221,1231
3458,ETNB,1785173,"Longitude Capital Partners III, LLC ",NaN,1231
3459,MYN,882150,"BLACKROCK MUNICIPAL BOND FUND, INC. ",NaN,0630
3460,CSV,1016281,CARRIAGE SERVICES INC ,7200,1231
3461,RUTH,1324272,"Ruths Hospitality Group, Inc. ",5812,1229
3462,ARDX,1437402,"ARDELYX, INC. ",2834,1231
3463,SCVL,895447,SHOE CARNIVAL INC ,5661,0202
3464,JHB,1647933,Nuveen High Income November 2021 Target Term Fund ,NaN,NaN
3465,NPACY,1450276,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
3466,UROV,1740547,Urovant Sciences Ltd. ,2834,0331
3467,SMLR,1554859,"Semler Scientific, Inc. ",3845,1231
3468,DCO,30305,DUCOMMUN INC /DE/ ,3728,1231
3469,HTBK,1053352,HERITAGE COMMERCE CORP ,6022,1231
3470,THFF,714562,FIRST FINANCIAL CORP /IN/ ,6022,1231
3471,DFIN,1669811,"Donnelley Financial Solutions, Inc. ",7380,1231
3472,NLTX,1404644,"Neoleukin Therapeutics, Inc. ",2834,1231
3473,SRDX,924717,SURMODICS INC ,3841,0930
3474,FUV,1558583,Arcimoto Inc ,3751,1231
3475,XBIT,1626878,XBiotech Inc. ,2834,1231
3476,MGI,1273931,MONEYGRAM INTERNATIONAL INC ,7389,1231
3477,CAF,1368493,"Morgan Stanley China A Share Fund, Inc. ",NaN,1231
3478,EQD,1818221,Equity Distribution Acquisition Corp. ,6770,1231
3479,FBRX,1419041,"Forte Biosciences, Inc. ",2834,1231
3480,HVT,216085,HAVERTY FURNITURE COMPANIES INC ,5712,1231
3481,DTIL,1357874,PRECISION BIOSCIENCES INC ,2836,1231
3482,MITK,807863,MITEK SYSTEMS INC ,3577,0930
3483,HLX,866829,HELIX ENERGY SOLUTIONS GROUP INC ,1389,1231
3484,MQY,890196,"BLACKROCK MUNIYIELD QUALITY FUND, INC. ",NaN,1031
3485,HCCI,1403431,"Heritage-Crystal Clean, Inc. ",4950,0103
3486,ISEE,1410939,"IVERIC bio, Inc. ",2834,1231
3487,MCA,888410,"BLACKROCK MUNICIPAL BOND FUND, INC. ",NaN,0630
3488,MUA,901243,"BLACKROCK MUNICIPAL BOND FUND, INC. ",NaN,0630
3489,MERC,1333274,MERCER INTERNATIONAL INC. ,2611,1231
3490,HYAC,1771908,Haymaker Acquisition Corp. II ,6770,1231
3491,PEBO,318300,PEOPLES BANCORP INC ,6022,1231
3492,FMBH,700565,"FIRST MID BANCSHARES, INC. ",6022,1231
3493,CBAT,1117171,"CBAK Energy Technology, Inc. ",3690,1231
3494,RCEL,1762303,"Avita Therapeutics, Inc. ",3841,0630
3495,CDMO,704562,"Avid Bioservices, Inc. ",2834,0430
3496,BTO,925683,JOHN HANCOCK FINANCIAL OPPORTUNITIES FUND ,NaN,NaN
3497,BFC,1746109,Bank First Corp ,6021,1231
3498,ALTA,1636286,Altabancorp ,6022,1231
3499,ATEX,1304492,Anterix Inc. ,4813,0331
3500,FF,1337298,FutureFuel Corp. ,2860,1231
3501,BCEI,1509589,"Bonanza Creek Energy, Inc. ",1311,1231
3502,NINK,1567388,NAMI Corp. ,1400,0630
3503,CFB,1458412,"CROSSFIRST BANKSHARES, INC. ",6022,1231
3504,LC,1409970,LendingClub Corp ,6141,1231
3505,HPI,1176199,JOHN HANCOCK PREFERRED INCOME FUND ,NaN,NaN
3506,CAL,14707,CALERES INC ,3140,0130
3507,CATC,711772,CAMBRIDGE BANCORP ,6022,1231
3508,MGTX,1735438,PERCEPTIVE ADVISORS LLC ,NaN,1231
3509,GPMT,1703644,Granite Point Mortgage Trust Inc. ,6798,1231
3510,BMRC,1403475,Bank of Marin Bancorp ,6022,1231
3511,IFN,917100,INDIA FUND INC ,NaN,1231
3512,TSHMY,1503526,"Citibank,N.A./ADR ",NaN,1231
3513,DHIL,909108,DIAMOND HILL INVESTMENT GROUP INC ,6282,1231
3514,MX,1325702,MAGNACHIP SEMICONDUCTOR Corp ,3674,1231
3515,DGII,854775,DIGI INTERNATIONAL INC ,3576,0930
3516,IGD,1285890,Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND ,NaN,1031
3517,SMTS,1705259,Sierra Metals Inc. ,1000,1231
3518,DVAX,1029142,DYNAVAX TECHNOLOGIES CORP ,2834,1231
3519,NAT,1000177,NORDIC AMERICAN TANKERS Ltd ,4400,1231
3520,SLN,1479615,Silence Therapeutics plc ,2834,NaN
3521,MIRM,1759425,"Mirum Pharmaceuticals, Inc. ",2834,1231
